news_id,category,subcategory,i,p
N76954,news,newsus,8221,notpoli
N7696,news,newsworld,4377,notpoli
N76968,news,newsus,11584,notpoli
N76982,news,newsus,7768,notpoli
N76984,news,newsus,6163,notpoli
N76988,news,newsworld,3137,notpoli
N7699,news,newsus,19446,notpoli
N76993,news,newsus,26611,notpoli
N77011,news,newsgoodnews,463,notpoli
N77028,news,newsus,10115,notpoli
N77035,news,newsus,11488,notpoli
N77067,news,newsus,27478,notpoli
N77087,news,newsus,15610,notpoli
N771,news,newscrime,8630,notpoli
N77108,news,newsoffbeat,5248,notpoli
N77114,news,newsscienceandtechnology,9972,notpoli
N77121,news,newsworld,28930,notpoli
N77176,news,newscrime,11591,notpoli
N77183,news,newsus,7099,notpoli
N77208,news,newsscienceandtechnology,24474,notpoli
N77212,news,newsus,3082,notpoli
N77225,news,newsphotos,986,notpoli
N77230,news,newscrime,19583,notpoli
N7724,news,newscrime,3774,notpoli
N77257,news,newsworld,16365,notpoli
N77274,news,newsoffbeat,14866,notpoli
N77294,news,newsus,28940,notpoli
N77305,news,newsworld,26763,notpoli
N77332,news,newsworld,6390,notpoli
N77349,news,newsscienceandtechnology,19094,notpoli
N77359,news,newsscienceandtechnology,6616,notpoli
N77393,news,newsus,29166,notpoli
N7745,news,newsus,23565,notpoli
N77455,news,newsoffbeat,7183,notpoli
N77461,news,newsus,13764,notpoli
N77497,news,newsus,5858,notpoli
N7753,news,newscrime,11784,notpoli
N77540,news,newscrime,25471,notpoli
N77571,news,newsus,6871,notpoli
N77575,news,newsus,8142,notpoli
N77596,news,newscrime,13666,notpoli
N77597,news,newsus,4695,notpoli
N77614,news,newsus,21586,notpoli
N77619,news,newsus,9787,notpoli
N77628,news,newscrime,20835,notpoli
N77664,news,newsus,5247,notpoli
N77692,news,newsscienceandtechnology,7923,notpoli
N77701,news,newsscienceandtechnology,5155,notpoli
N77712,news,newsworld,206,notpoli
N77717,news,newsus,21362,notpoli
N7773,news,newsworld,21404,notpoli
N77730,news,newsus,4552,notpoli
N77739,news,newsworld,2213,notpoli
N77741,news,newsus,16699,notpoli
N77745,news,newsus,23107,notpoli
N77765,news,newsscienceandtechnology,13361,notpoli
N77773,news,newsus,20405,notpoli
N77831,news,newselection2020,20659,notpoli
N77838,news,newsus,19335,notpoli
N77849,news,newscrime,20230,notpoli
N77865,news,newsus,13115,notpoli
N77905,news,newsus,14455,notpoli
N77953,news,newsus,4037,notpoli
N77982,news,newsscienceandtechnology,24410,notpoli
N77986,news,newsus,20854,notpoli
N7804,news,newsscienceandtechnology,25905,notpoli
N78065,news,newsus,10871,notpoli
N7807,news,newscrime,3380,notpoli
N78106,news,newsus,28726,notpoli
N78118,news,newsscienceandtechnology,3203,notpoli
N78129,news,newsopinion,19451,notpoli
N7817,news,newsus,12989,notpoli
N78171,news,newsscienceandtechnology,19366,notpoli
N78176,news,newsscienceandtechnology,25434,notpoli
N78190,news,newscrime,4952,notpoli
N78213,news,newsworld,4672,notpoli
N78239,news,newsus,488,notpoli
N78283,news,newsus,27207,notpoli
N78296,news,newsus,6589,notpoli
N78319,news,newsus,9982,notpoli
N78324,news,newsus,20216,notpoli
N78345,news,newsus,3578,notpoli
N78373,news,newsus,8318,notpoli
N78376,news,newsus,17433,notpoli
N78386,news,newsus,19811,notpoli
N78404,news,newsus,19181,notpoli
N78405,news,newsus,6045,notpoli
N78409,news,newsus,4759,notpoli
N78415,news,newsus,10419,notpoli
N78453,news,newsworld,7907,notpoli
N78482,news,newsus,14690,notpoli
N78484,news,newsus,22667,notpoli
N78489,news,newsus,5940,notpoli
N785,news,newsus,15673,notpoli
N7850,news,newsus,11532,notpoli
N78519,news,newsworld,8124,notpoli
N78542,news,newsus,12031,notpoli
N78614,news,newscrime,18908,notpoli
N78621,news,newscrime,20004,notpoli
N78654,news,newscrime,20844,notpoli
N78672,news,newsus,19102,notpoli
N78685,news,newsscienceandtechnology,26564,notpoli
N78688,news,newsoffbeat,14231,notpoli
N78740,news,newsus,20610,notpoli
N78764,news,newsus,24417,notpoli
N78815,news,newsus,16901,notpoli
N7882,news,newsus,18293,notpoli
N78848,news,newsworld,5379,notpoli
N78858,news,newsscienceandtechnology,5483,notpoli
N78867,news,newsworld,3026,notpoli
N78913,news,newsus,7822,notpoli
N78922,news,newsscienceandtechnology,18340,notpoli
N78937,news,newsus,18193,notpoli
N78944,news,newsus,8051,notpoli
N78974,news,newsscienceandtechnology,3205,notpoli
N78978,news,newsus,3130,notpoli
N79034,news,newsus,20444,notpoli
N79040,news,newsscienceandtechnology,1633,notpoli
N7907,news,newscrime,360,notpoli
N79103,news,newsus,14073,notpoli
N79121,news,newsus,8294,notpoli
N79166,news,newsus,10469,notpoli
N79171,news,newsus,19400,notpoli
N79203,news,newscrime,6545,notpoli
N79215,news,newsus,28943,notpoli
N79226,news,newsopinion,26716,notpoli
N79242,news,newsus,9560,notpoli
N79254,news,newsscienceandtechnology,7422,notpoli
N79257,news,newsscienceandtechnology,10400,notpoli
N79277,news,newsus,5682,notpoli
N79317,news,newsus,26905,notpoli
N79361,news,newsus,25026,notpoli
N79372,news,causes-disaster-relief,18731,notpoli
N7939,news,newsgoodnews,22024,notpoli
N79416,news,newsus,21623,notpoli
N79418,news,newsus,19969,notpoli
N7943,news,newscrime,4336,notpoli
N7946,news,newsus,17070,notpoli
N79465,news,newscrime,21524,notpoli
N79491,news,newsus,13014,notpoli
N79509,news,newsus,19843,notpoli
N79546,news,newscrime,27274,notpoli
N79556,news,newsopinion,5589,notpoli
N79563,news,newsus,12166,notpoli
N79575,news,newsus,3228,notpoli
N7959,news,newsus,9537,notpoli
N79627,news,newsworld,1507,notpoli
N79653,news,newsus,19159,notpoli
N79701,news,newsscienceandtechnology,23961,notpoli
N79702,news,newsscienceandtechnology,2399,notpoli
N79710,news,newsus,21055,notpoli
N79716,news,newscrime,2359,notpoli
N79719,news,newsus,23551,notpoli
N79744,news,newsus,17031,notpoli
N79747,news,newsoffbeat,19991,notpoli
N79761,news,newsus,11709,notpoli
N79797,news,newsus,26279,notpoli
N79810,news,newsus,20823,notpoli
N79825,news,newsworld,2405,notpoli
N79838,news,newsworld,22398,notpoli
N7984,news,newsscienceandtechnology,7260,notpoli
N79863,news,newsus,24386,notpoli
N79871,news,newsus,27102,notpoli
N79907,news,newsus,27800,notpoli
N79908,news,newsoffbeat,28680,notpoli
N79920,news,newsus,25680,notpoli
N79949,news,newsus,19361,notpoli
N79954,news,newsus,4702,notpoli
N79971,news,newsus,14129,notpoli
N79990,news,newsworld,629,notpoli
N80005,news,newsus,27587,notpoli
N80007,news,newsscienceandtechnology,29151,notpoli
N80008,news,newsus,25881,notpoli
N80014,news,newsus,23425,notpoli
N80019,news,newsworld,1116,notpoli
N80020,news,newsus,11171,notpoli
N8004,news,newsworld,4699,notpoli
N80061,news,newsus,1622,notpoli
N80080,news,newscrime,5087,notpoli
N80105,news,newsus,3751,notpoli
N80145,news,newsscienceandtechnology,25170,notpoli
N80179,news,newsscienceandtechnology,29143,notpoli
N80206,news,newsus,4895,notpoli
N80215,news,newsus,29290,notpoli
N80234,news,newsus,6332,notpoli
N80237,news,newscrime,20832,notpoli
N80281,news,newsworld,267,notpoli
N80285,news,newsus,15073,notpoli
N80290,news,newscrime,20734,notpoli
N8033,news,newsscienceandtechnology,16527,notpoli
N80357,news,newsus,28093,notpoli
N80369,news,newsus,3918,notpoli
N80378,news,newsworld,9405,notpoli
N80415,news,newsus,20470,notpoli
N80425,news,newsgoodnews,24045,notpoli
N80429,news,newsus,5696,notpoli
N80444,news,newscrime,722,notpoli
N80452,news,newsoffbeat,6796,notpoli
N80456,news,newsus,18106,notpoli
N80484,news,newsworld,13757,notpoli
N80500,news,newsoffbeat,13070,notpoli
N80520,news,newsus,28315,notpoli
N80524,news,newsus,27650,notpoli
N80595,news,newsus,7402,notpoli
N80606,news,newsus,28974,notpoli
N80620,news,newsus,18714,notpoli
N80621,news,newscrime,1922,notpoli
N80629,news,newsus,14649,notpoli
N80646,news,newsus,20473,notpoli
N80649,news,newscrime,23001,notpoli
N80677,news,newsscienceandtechnology,18219,notpoli
N80705,news,newsus,26554,notpoli
N80714,news,newsus,12907,notpoli
N80719,news,newsus,1515,notpoli
N80739,news,newsus,8530,notpoli
N80742,news,newsus,20277,notpoli
N80745,news,newscrime,11785,notpoli
N80758,news,newscrime,18387,notpoli
N80770,news,newsus,123,notpoli
N80774,news,newsus,16652,notpoli
N80790,news,newsworld,2180,notpoli
N80804,news,newsus,25030,notpoli
N80846,news,newsoffbeat,10464,notpoli
N80861,news,newscrime,15755,notpoli
N80866,news,newsus,19365,notpoli
N80879,news,newsus,7746,notpoli
N80895,news,newsus,5733,notpoli
N80901,news,newsus,12293,notpoli
N80921,news,newsworld,1305,notpoli
N80927,news,newsus,10324,notpoli
N80935,news,newsus,7712,notpoli
N80965,news,newsus,7864,notpoli
N80981,news,newscrime,6302,notpoli
N81003,news,newsus,17458,notpoli
N81007,news,newsus,13579,notpoli
N81022,news,newsworld,7128,notpoli
N81056,news,newsus,25565,notpoli
N81101,news,newsus,13293,notpoli
N81125,news,newsworld,1403,notpoli
N81181,news,newsus,12113,notpoli
N81182,news,newsus,19591,notpoli
N81185,news,newsus,13348,notpoli
N81195,news,newsus,5495,notpoli
N81201,news,newsworld,20581,notpoli
N81214,news,newsscienceandtechnology,27554,notpoli
N8124,news,newsopinion,1802,notpoli
N8125,news,newsscienceandtechnology,11158,notpoli
N81252,news,newsus,20046,notpoli
N81258,news,newsscienceandtechnology,27229,notpoli
N81279,news,newsus,10658,notpoli
N8128,news,newsus,20932,notpoli
N81290,news,newsscienceandtechnology,20476,notpoli
N8132,news,newsopinion,25855,notpoli
N81321,news,newsus,994,notpoli
N81372,news,newsus,7859,notpoli
N8139,news,newsus,19894,notpoli
N81448,news,newsus,4094,notpoli
N81460,news,newsus,28081,notpoli
N81483,news,newsus,20317,notpoli
N8150,news,newsscienceandtechnology,20478,notpoli
N81508,news,newsworld,3653,notpoli
N81519,news,newscrime,3668,notpoli
N81524,news,newsus,5183,notpoli
N81529,news,newsus,17119,notpoli
N81551,news,newsus,11434,notpoli
N81565,news,newsus,11216,notpoli
N81572,news,newsus,24711,notpoli
N81589,news,newsus,25818,notpoli
N81602,news,newsus,7565,notpoli
N81606,news,newsus,6976,notpoli
N81616,news,newsus,10262,notpoli
N81617,news,newsscienceandtechnology,25688,notpoli
N81630,news,newsscienceandtechnology,13302,notpoli
N81635,news,newscrime,14990,notpoli
N81645,news,newsus,4378,notpoli
N81646,news,newscrime,28949,notpoli
N81670,news,newsus,11117,notpoli
N81680,news,newsus,28131,notpoli
N81684,news,newsus,11906,notpoli
N81716,news,newsus,19852,notpoli
N81721,news,newsworld,3239,notpoli
N81730,news,newsworld,7732,notpoli
N8175,news,newscrime,8202,notpoli
N81775,news,newscrime,11520,notpoli
N81778,news,newsus,11149,notpoli
N81793,news,newsus,19626,notpoli
N8180,news,newscrime,4828,notpoli
N81805,news,newsus,27508,notpoli
N81808,news,newsoffbeat,16950,notpoli
N81858,news,newsus,20730,notpoli
N81860,news,newscrime,27474,notpoli
N81878,news,newsus,13860,notpoli
N81892,news,newsworld,25927,notpoli
N81975,news,newsoffbeat,22876,notpoli
N81991,news,newsbusiness,12269,notpoli
N820,news,newsscienceandtechnology,15123,notpoli
N82003,news,newsus,17462,notpoli
N82027,news,newsworld,6618,notpoli
N8205,news,newsus,11090,notpoli
N82064,news,newsscienceandtechnology,14221,notpoli
N82070,news,newsus,14220,notpoli
N82082,news,newsus,7169,notpoli
N82092,news,newsus,20904,notpoli
N82116,news,newscrime,28541,notpoli
N82124,news,newsus,22523,notpoli
N82137,news,newsworld,13241,notpoli
N82143,news,newsus,27502,notpoli
N82150,news,newsscienceandtechnology,24295,notpoli
N82182,news,newsother,11420,notpoli
N82202,news,newsus,2921,notpoli
N82254,news,newscrime,6857,notpoli
N82277,news,newsus,12534,notpoli
N82286,news,newsus,20526,notpoli
N82302,news,newsus,10987,notpoli
N82330,news,newsopinion,2186,notpoli
N82363,news,newsworld,22015,notpoli
N82369,news,newsus,28614,notpoli
N82404,news,newsworld,3285,notpoli
N82432,news,newsus,17911,notpoli
N82462,news,newsus,14788,notpoli
N82479,news,newsus,5842,notpoli
N82543,news,newsus,13797,notpoli
N82570,news,newsus,12689,notpoli
N82571,news,newscrime,21548,notpoli
N82587,news,newsworld,27689,notpoli
N82599,news,newsus,8852,notpoli
N82637,news,newsus,20757,notpoli
N82656,news,newsus,9679,notpoli
N82687,news,newsscienceandtechnology,25916,notpoli
N82719,news,newsus,20,notpoli
N8276,news,newsus,13805,notpoli
N82798,news,newsscience,2496,notpoli
N8282,news,newscrime,24196,notpoli
N82838,news,newsus,17378,notpoli
N82857,news,newsus,18481,notpoli
N82861,news,newsus,4372,notpoli
N82869,news,newscrime,7529,notpoli
N82907,news,newsus,21538,notpoli
N82927,news,newsus,12781,notpoli
N82929,news,newsus,4337,notpoli
N82936,news,newsus,3875,notpoli
N82978,news,newsus,28273,notpoli
N82986,news,newsus,13323,notpoli
N83003,news,newsscienceandtechnology,14085,notpoli
N83018,news,newsus,16028,notpoli
N83019,news,newsus,2608,notpoli
N83038,news,newsus,11565,notpoli
N8304,news,newsus,12746,notpoli
N83065,news,newscrime,3662,notpoli
N83074,news,newsus,14830,notpoli
N83124,news,newsus,17175,notpoli
N83136,news,newscrime,12026,notpoli
N8314,news,newsus,4635,notpoli
N83160,news,newsus,28338,notpoli
N83162,news,newsscienceandtechnology,5523,notpoli
N8318,news,newsgoodnews,20758,notpoli
N83184,news,newsus,26975,notpoli
N83196,news,newsus,20548,notpoli
N83210,news,newsscienceandtechnology,25530,notpoli
N83219,news,newsus,14805,notpoli
N83243,news,newsus,12599,notpoli
N83264,news,newsus,12322,notpoli
N83272,news,newsus,22386,notpoli
N83315,news,newsus,16759,notpoli
N83317,news,newsus,13442,notpoli
N83348,news,newsus,8483,notpoli
N83375,news,newscrime,4561,notpoli
N83382,news,newsus,9102,notpoli
N83385,news,newsus,21737,notpoli
N83389,news,newsworld,4043,notpoli
N83397,news,newsscienceandtechnology,29152,notpoli
N83405,news,newsus,5272,notpoli
N83406,news,newsscienceandtechnology,24481,notpoli
N83443,news,newsus,12260,notpoli
N83449,news,newsgoodnews,25650,notpoli
N83466,news,newsoffbeat,2803,notpoli
N83468,news,newsus,11605,notpoli
N8349,news,newsus,10619,notpoli
N83491,news,newsworld,17981,notpoli
N83495,news,newsus,17218,notpoli
N83547,news,newsworld,4087,notpoli
N83573,news,newsus,27029,notpoli
N83590,news,newsus,27571,notpoli
N83593,news,newsus,27666,notpoli
N83594,news,newscrime,18490,notpoli
N83595,news,newsworld,26663,notpoli
N83604,news,newsus,28950,notpoli
N83611,news,newsworld,8519,notpoli
N83619,news,newsus,26425,notpoli
N83621,news,newsus,675,notpoli
N83672,news,newscrime,17860,notpoli
N83680,news,newsscienceandtechnology,20126,notpoli
N83760,news,newscrime,6201,notpoli
N83784,news,newsus,7938,notpoli
N83788,news,newsus,13092,notpoli
N83789,news,newsus,3516,notpoli
N83790,news,newsworld,12131,notpoli
N83857,news,newsus,18817,notpoli
N8389,news,newscrime,2660,notpoli
N83931,news,newsus,17726,notpoli
N8395,news,newsus,12378,notpoli
N83961,news,newsus,7358,notpoli
N83970,news,newsus,21102,notpoli
N8399,news,newsus,26836,notpoli
N83991,news,newselection2020,4802,notpoli
N84004,news,newsus,22070,notpoli
N84008,news,newsus,24547,notpoli
N84029,news,newsus,5203,notpoli
N84037,news,newsus,10993,notpoli
N84068,news,newsus,27189,notpoli
N84080,news,newsworld,25936,notpoli
N84098,news,newsopinion,26713,notpoli
N8414,news,newsus,9512,notpoli
N84206,news,newsscienceandtechnology,15162,notpoli
N84262,news,newscrime,28632,notpoli
N84300,news,newsus,9265,notpoli
N84324,news,newsus,11213,notpoli
N84371,news,newsopinion,5084,notpoli
N84377,news,newscrime,15993,notpoli
N84423,news,newscrime,23480,notpoli
N84427,news,newsworld,9452,notpoli
N84436,news,newsus,19002,notpoli
N84440,news,newsus,15346,notpoli
N84474,news,newsoffbeat,17724,notpoli
N84479,news,newsscienceandtechnology,19647,notpoli
N84482,news,newsus,6667,notpoli
N84498,news,newsus,28678,notpoli
N84499,news,newsus,12700,notpoli
N84508,news,newsus,24197,notpoli
N84525,news,newsus,23399,notpoli
N84529,news,newsus,2679,notpoli
N84548,news,newsus,4696,notpoli
N84549,news,newsscienceandtechnology,25360,notpoli
N84559,news,newsworld,24113,notpoli
N84580,news,newsus,7486,notpoli
N84591,news,newscrime,606,notpoli
N84688,news,newsus,4918,notpoli
N84704,news,newscrime,24153,notpoli
N84710,news,newscrime,2931,notpoli
N84747,news,newsus,12840,notpoli
N84779,news,newsworld,2731,notpoli
N8478,news,newsus,8888,notpoli
N84794,news,newsus,16849,notpoli
N84804,news,newsus,9444,notpoli
N84816,news,newscrime,14653,notpoli
N84841,news,newsscienceandtechnology,6711,notpoli
N84855,news,newsworld,7485,notpoli
N84876,news,newscrime,11466,notpoli
N84879,news,newscrime,3897,notpoli
N84883,news,newsscienceandtechnology,24818,notpoli
N84886,news,newsworld,295,notpoli
N84895,news,newscrime,24542,notpoli
N84897,news,newsus,11731,notpoli
N8490,news,newsus,15932,notpoli
N84901,news,newsus,12827,notpoli
N84902,news,newsscienceandtechnology,15036,notpoli
N84903,news,newsus,16487,notpoli
N8491,news,newsgoodnews,22,notpoli
N84917,news,newscrime,16999,notpoli
N84928,news,newsgoodnews,25647,notpoli
N84972,news,newsus,19448,notpoli
N8499,news,newsus,8035,notpoli
N85020,news,newsscienceandtechnology,12876,notpoli
N85083,news,newsus,14401,notpoli
N85091,news,newsus,22295,notpoli
N85108,news,newsus,8836,notpoli
N85135,news,newsscienceandtechnology,5526,notpoli
N85142,news,newsus,23429,notpoli
N85143,news,newsus,11017,notpoli
N85149,news,newscrime,8896,notpoli
N8515,news,newscrime,5102,notpoli
N85168,news,newsbusiness,28686,notpoli
N85178,news,newsus,1941,notpoli
N8519,news,newsus,18446,notpoli
N85210,news,newsoffbeat,8109,notpoli
N85211,news,newsworld,2787,notpoli
N85214,news,newsus,18226,notpoli
N85216,news,newsus,8292,notpoli
N85230,news,newsus,27204,notpoli
N85261,news,newsus,11001,notpoli
N85296,news,newsbusiness,24080,notpoli
N85307,news,newscrime,7733,notpoli
N85342,news,newsworld,18929,notpoli
N85345,news,newsus,5355,notpoli
N85368,news,newscrime,29196,notpoli
N85377,news,newsscienceandtechnology,24773,notpoli
N8538,news,newscrime,16634,notpoli
N85406,news,newsus,5346,notpoli
N85414,news,newsus,28652,notpoli
N85420,news,newsus,19267,notpoli
N85483,news,newsscienceandtechnology,6420,notpoli
N85503,news,newsus,21724,notpoli
N8552,news,newsus,8179,notpoli
N85533,news,newscrime,7074,notpoli
N85535,news,newsus,20695,notpoli
N85557,news,newsscienceandtechnology,23962,notpoli
N85571,news,newsoffbeat,11286,notpoli
N85576,news,newsus,19244,notpoli
N85643,news,newsworld,6717,notpoli
N85664,news,newsscienceandtechnology,291,notpoli
